"order_no","ro_no","ro_date","invoice_date","invoice_no","outlet_code","outlet_name","emp_code","emp_name","sup_code","sup_name","pro_code","pro_name","largest_unit","middle_unit","small_unit","largest_system_price","middle_system_price","small_system_price","final_largest_selling_price","final_middle_selling_price","final_small_selling_price","largest_qty_order","middle_qty_order","smallest_qty_order","promotion_value","discount_value","vat_value","gross_price","net_sales"
,SO2603120004,2026-03-12,,,"0019",Babeh TK,SLS01,Jeddy,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,2000000.0000,0.0000,0.0000,2000000.0,0.0
PO26030530122410001,SO2603050001,2026-03-05,2026-03-05,INV2603050001,N000001,New outlet,"3012241",Charles Leclerc,A12,PT YUPI INDONESIA,SP00052,Sunpride - Single Pineapple 300 gr,CRT/12,CRT/1,PNCH/1,950000,120000,11000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030530122410002,SO2603050002,2026-03-05,2026-03-05,INV2603050002,N000001,New outlet,"3012241",Charles Leclerc,A12,PT YUPI INDONESIA,SP00052,Sunpride - Single Pineapple 300 gr,CRT/12,CRT/1,PNCH/1,950000,120000,11000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603050003,2026-03-05,,,L000132,LOLLY 132,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0026,Action Figure Mr. Stan Lee,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,1.0,0.0000,100000.0000,209000.0000,2200000.0,2100000.0
PO26030500080001,SO2603050004,2026-03-05,2026-03-05,INV2603050003,"0019",Babeh TK,"0008",Ade Achmad M,D001,PT YUPI INDONESIA,"202510",Meja Belajar Kayu Jati,PCS/1,PCS/1,PCS/1,450000,450000,450000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030500080001,SO2603050004,2026-03-05,2026-03-05,INV2603050003,"0019",Babeh TK,"0008",Ade Achmad M,"1000",PT YUPI INDONESIA,FF-0101-0040,Cavendish Hand,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030500080002,SO2603050005,2026-03-05,2026-03-05,INV2603050004,"0019",Babeh TK,"0008",Ade Achmad M,"1000",PT YUPI INDONESIA,FF-0101-0040,Cavendish Hand,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,5.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030500080003,SO2603050006,2026-03-05,2026-03-05,INV2603050005,"0019",Babeh TK,"0008",Ade Achmad M,P002,PT YUPI INDONESIA,JRY004,Jersey Madura United,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603120005,2026-03-12,,,"20004",WARTEG SLAWI,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0017,Action Figure Thanos Ungu,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,10.0,0.0,0.0,1600000.0000,0.0000,2200000.0000,20000000,18400000
,SO2603120005,2026-03-12,,,"20004",WARTEG SLAWI,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0040,Action Figure Pep Guardiola,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,0.0,0.0,5.0,80000.0000,0.0000,110000.0000,1000000.0,920000.0
,SO2603120005,2026-03-12,,,"20004",WARTEG SLAWI,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,3.0,0.0,0.0,4480000.0000,0.0000,660000.0000,6000000.0,1520000.0
PO26030500080004,SO2603050007,2026-03-05,2026-03-05,INV2603050006,"1234567890",toko jan,"0008",Ade Achmad M,D001,PT YUPI INDONESIA,"202510",Meja Belajar Kayu Jati,PCS/1,PCS/1,PCS/1,450000,450000,450000,450000.0000,450000.0000,450000.0000,2.0,0.0,0.0,0.0000,0.0000,99000.0000,900000.0,900000.0
PO26031220251202040001,SO2603120006,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,"010001",PT YUPI INDONESIA,"01003",GAJAH KULKAS 50 GR 24 PCS,KRT/24,KRT/1,PCS/1,154364,154364,6432,0.0000,0.0000,0.0000,2.0,0.0,1.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040001,SO2603120006,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,"010001",PT YUPI INDONESIA,"01001",VAEROSOL LAVENDER 750ML 12 KL,KRT/12,KRT/1,KLG/1,455556,455556,36151,0.0000,0.0000,0.0000,1.0,0.0,2.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040002,SO2603120007,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,"010001",PT YUPI INDONESIA,"01002",VAPE ULTRA MAT 45 LVNDR 36 PCS,KRT/36,KRT/1,PCS/1,316800,316800,8800,0.0000,0.0000,0.0000,3.0,0.0,2.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603050008,2026-03-05,,,D000001,DODY 1,SLS009,Ridwan,"1009",PT Downy Indonesia,D000017,DOWNY Aroma Jasmine REF 300 MLX120,CRT/12,LSN/10,PCS/1,660000,66000,5500,660000.0000,66000.0000,5500.0000,20.0,0.0,0.0,0.0000,0.0000,1452000.0000,13200000,13200000
PO26031220251202040001,SO2603120006,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0040,Action Figure Pep Guardiola,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,0.0,0.0,2.0,24000.0000,8000.0000,43120.0000,400000.0,368000.0
PO26030530122410003,SO2603050009,2026-03-05,2026-03-05,INV2603050007,D000001,DODY 1,"3012241",Charles Leclerc,"999",PT YUPI INDONESIA,S000001,ABC Battery Baterai Biru AA R-06 1pack X 4pcs,CRT/4,PCK/72,PCS/1,1008000,14000,3500,0.0000,0.0000,0.0000,0.0,1.0,3.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040001,SO2603120006,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0017,Action Figure Thanos Ungu,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,4.0,0.0,0.0,480000.0000,160000.0000,862400.0000,8000000.0,7360000.0
PO26031220251202040001,SO2603120006,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,4.0,0.0,0.0,4480000.0000,160000.0000,862400.0000,8000000.0,3360000.0
PO26031220251202040001,SO2603120006,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0039,Action Figure Koch Justin,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,4.0,0.0,0.0,0,160000.0000,0.0000,8000000.0,7840000.0
,SO2603050010,2026-03-05,,,L000136,LOLLY 136,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0026,Action Figure Mr. Stan Lee,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,0.0000,100000.0000,209000.0000,2000000.0,1900000.0
PO26031220251202040001,SO2603120006,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0028,Action Figure Jhon Cena,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,10.0,0.0,0.0,0,400000.0000,2156000.0000,20000000,19600000
,SO2603050011,2026-03-05,,,L000137,LOLLY 137,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0032,Action Figure Ronaldo,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,0.0,0.0,1.0,0.0000,6000.0000,21340.0000,200000.0,194000.0
PO26030500080023,SO2603050012,2026-03-05,2026-03-05,INV2603050008,N000001,New outlet,"0008",Ade Achmad M,D001,PT YUPI INDONESIA,"202510",Meja Belajar Kayu Jati,PCS/1,PCS/1,PCS/1,450000,450000,450000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030500080024,SO2603050013,2026-03-05,2026-03-05,INV2603050009,N000001,New outlet,"0008",Ade Achmad M,D001,PT YUPI INDONESIA,"202510",Meja Belajar Kayu Jati,PCS/1,PCS/1,PCS/1,450000,450000,450000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040002,SO2603120007,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0015,Action Figure IP Man,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,10.0,0.0,0.0,0,400000.0000,2156000.0000,20000000,19600000
PO26031220251202040002,SO2603120007,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0028,Action Figure Jhon Cena,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,3.0,0.0,0.0,0,120000.0000,646800.0000,6000000.0,5880000.0
PO26031220251202040002,SO2603120007,2026-03-12,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0033,Action Figure Messi,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,5.0,0.0,0.0,0,200000.0000,1078000.0000,10000000,9800000.0
PO26030500080025,SO2603050014,2026-03-05,2026-03-05,INV2603050010,N000001,New outlet,"0008",Ade Achmad M,D001,PT YUPI INDONESIA,"202510",Meja Belajar Kayu Jati,PCS/1,PCS/1,PCS/1,450000,450000,450000,450000.0000,450000.0000,450000.0000,1.0,0.0,0.0,0.0000,0.0000,49500.0000,450000.0,450000.0
PO26030500080026,SO2603050015,2026-03-05,2026-03-05,INV2603050011,N000001,New outlet,"0008",Ade Achmad M,D001,PT YUPI INDONESIA,"202510",Meja Belajar Kayu Jati,PCS/1,PCS/1,PCS/1,450000,450000,450000,450000.0000,450000.0000,450000.0000,2.0,0.0,0.0,0.0000,0.0000,99000.0000,900000.0,900000.0
PO260305DR01230001,SO2603050016,2026-03-05,2026-03-06,INV2603060002,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,210000.0000,210000.0000,110000.0000,1.0,0.0,0.0,0.0000,0.0000,25200.0000,210000.0,210000.0
PO260305DR01230001,SO2603050016,2026-03-05,2026-03-06,INV2603060002,"0019",Babeh TK,DR0123,Dicky Ramdhan,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,210000.0000,210000.0000,110000.0000,1.0,0.0,0.0,0.0000,0.0000,25200.0000,210000.0,210000.0
PO26030500080017,SO2603050017,2026-03-05,2026-03-05,INV2603050013,"09845",Toko Abadi Membumi,"0008",Ade Achmad M,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030500080017,SO2603050017,2026-03-05,2026-03-05,INV2603050013,"09845",Toko Abadi Membumi,"0008",Ade Achmad M,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040003,SO2603120008,2026-03-12,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0014,Action Figure Dr. Strange,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,3.0,0.0,4.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040004,SO2603120009,2026-03-12,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0013,Action Figure Green Lantern,CRT/10,CRT/1,PCS/1,4000000,4000000,400000,0.0000,0.0000,0.0000,1.0,0.0,2.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040004,SO2603120009,2026-03-12,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0014,Action Figure Dr. Strange,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,0.0,0.0,2.0,0.0000,0.0000,0.0000,0.0,0.0
PO26030500080027,SO2603050018,2026-03-05,2026-03-05,INV2603050014,"09845",Toko Abadi Membumi,"0008",Ade Achmad M,D001,PT YUPI INDONESIA,"202510",Meja Belajar Kayu Jati,PCS/1,PCS/1,PCS/1,450000,450000,450000,450000.0000,450000.0000,450000.0000,2.0,0.0,0.0,0.0000,0.0000,99000.0000,900000.0,900000.0
PO26031220251202040003,SO2603120008,2026-03-12,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0017,Action Figure Thanos Ungu,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,5.0,0.0,0.0,0,200000.0000,1078000.0000,10000000,9800000.0
PO26031220251202040003,SO2603120008,2026-03-12,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,6.0,0.0,0.0,2000000.0000,200000.0000,1078000.0000,12000000,9800000.0
PO26031220251202040003,SO2603120008,2026-03-12,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,2000000.0000,0.0000,0.0000,2000000.0,0.0
PO26030500080028,SO2603050019,2026-03-05,2026-03-05,INV2603050015,"09845",Toko Abadi Membumi,"0008",Ade Achmad M,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,210000.0000,210000.0000,110000.0000,2.0,0.0,0.0,0.0000,0.0000,50400.0000,420000.0,420000.0
PO26030500080028,SO2603050019,2026-03-05,2026-03-05,INV2603050015,"09845",Toko Abadi Membumi,"0008",Ade Achmad M,"10000",PT. Jengky Indonesia,FF-0101-0004,Cavendish C3,CRT/12,CRT/1,PNCH/1,310000,210000,110000,210000.0000,210000.0000,110000.0000,2.0,0.0,0.0,0.0000,0.0000,50400.0000,420000.0,420000.0
,SO2603010001,2026-03-01,,,AQWE232323,Pancoran 1,"2025120201",Ilham Abdullah,MT001,Mainan Toys,AF-0011,Action Figure Hulk,CRT/10,CRT/1,PCS/1,4000000,4000000,400000,4000000.0000,4000000.0000,400000.0000,1.0,0.0,1.0,0.0000,0.0000,484000.0000,4400000.0,4400000.0
PO2603058890029,SO2603050020,2026-03-05,2026-03-05,INV2603050016,N000001,New outlet,"889",FirmanTok,"010505",PT YUPI INDONESIA,"753028",DOWNY SUNRIS FR 630MLX8 SF RFL,KRT/8,KRT/1,PCS/1,238216,238216,29777,0.0000,0.0000,0.0000,5.0,0.0,0.0,0.0000,0.0000,131019.0000,0.0,0.0
PO260312AD0030003,SO2603120010,2026-03-12,,,L000133,LOLLY 133,AD003,Ady Nugroho,"010001",PT YUPI INDONESIA,"01001",VAEROSOL LAVENDER 750ML 12 KL,KRT/12,KRT/1,KLG/1,455556,455556,36151,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603050021,2026-03-05,,,L000129,LOLLY 129,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0035,Action Figure Sir Alex Ferguson,CRT/10,CRT/1,PCS/1,6000000,6000000,600000,2750000.0000,2500000.0000,850000.0000,1.0,0.0,0.0,0.0000,137500.0000,287375.0000,2750000.0,2612500.0
PO26031220251202040004,SO2603120011,2026-03-12,,,,new mobile sya,"2025120204",Yogie Setya,"010001",PT YUPI INDONESIA,"01001",VAEROSOL LAVENDER 750ML 12 KL,KRT/12,KRT/1,KLG/1,455556,455556,36151,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603050022,2026-03-05,,,L000132,LOLLY 132,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0035,Action Figure Sir Alex Ferguson,CRT/10,CRT/1,PCS/1,6000000,6000000,600000,6000000.0000,6000000.0000,600000.0000,0.0,0.0,3.0,0.0000,90000.0000,188100.0000,1800000.0,1710000.0
PO26031220251202040004,SO2603120009,2026-03-12,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0017,Action Figure Thanos Ungu,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,10.0,0.0,0.0,0,400000.0000,2156000.0000,20000000,19600000
PO26031220251202040004,SO2603120009,2026-03-12,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,2000000.0000,0.0000,0.0000,2000000.0,0.0
,SO2603050023,2026-03-05,,,CRO001,TK Credit dan Overdue -Warning,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0040,Action Figure Pep Guardiola,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,0.0000,0.0000,220000.0000,2000000.0,2000000.0
PO260312AD0030003,SO2603120010,2026-03-12,,,L000133,LOLLY 133,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0017,Action Figure Thanos Ungu,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,5.0,0.0,0.0,0,200000.0000,1078000.0000,10000000,9800000.0
PO260312AD0030003,SO2603120010,2026-03-12,,,L000133,LOLLY 133,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,0,40000.0000,215600.0000,2000000.0,1960000.0
,SO2603020001,2026-03-02,,,"250115",Toko Barokah,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,3250000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,0.0000,0.0000,357500.0000,3250000.0,3250000.0
,SO2603050024,2026-03-05,,,LV000002,Lavina TK 2,SLS009,Ridwan,"1009",PT Downy Indonesia,D000015,DOWNY MYSTQUE REF 850 MLX12,CRT/12,CRT/1,PNCH/1,464325,464325,38694,464325.0000,464325.0000,38694.0000,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603050024,2026-03-05,,,LV000002,Lavina TK 2,SLS009,Ridwan,"1009",PT Downy Indonesia,D000017,DOWNY Aroma Jasmine REF 300 MLX120,CRT/12,LSN/10,PCS/1,660000,66000,5500,660000.0000,66000.0000,5500.0000,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO2603028890001,SO2603020002,2026-03-02,,,B000125,BOEDY 125,"889",FirmanTok,MT001,Mainan Toys,AF-0002,Action Figure Batman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2725000.0000,2000000.0000,200000.0000,2.0,0.0,0.0,0.0000,0.0000,599500.0000,5450000.0,5450000.0
PO260305SLS010001,SO2603050025,2026-03-05,2026-03-05,INV2603050017,"242502",Lovi Mart,SLS01,Jeddy,"1000",PT YUPI INDONESIA,"02005",DYNAMITE MINT CHOCO 55S/20,KRT/20,KRT/1,PCS/1,83500,83500,4175,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260305SLS010001,SO2603050025,2026-03-05,2026-03-05,INV2603050017,"242502",Lovi Mart,SLS01,Jeddy,MT001,Mainan Toys,AF-0006,Action Figure Thor,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260305SLS010001,SO2603050025,2026-03-05,2026-03-05,INV2603050017,"242502",Lovi Mart,SLS01,Jeddy,"999",PT YUPI INDONESIA,S000001,ABC Battery Baterai Biru AA R-06 1pack X 4pcs,CRT/4,PCK/72,PCS/1,1008000,14000,3500,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040004,SO2603120011,2026-03-12,,,,new mobile sya,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0017,Action Figure Thanos Ungu,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,5.0,0.0,0.0,0,200000.0000,1078000.0000,10000000,9800000.0
PO26031220251202040004,SO2603120011,2026-03-12,,,,new mobile sya,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,6.0,0.0,0.0,2000000.0000,200000.0000,1078000.0000,12000000,9800000.0
PO26031220251202040004,SO2603120011,2026-03-12,,,,new mobile sya,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,2000000.0000,0.0000,0.0000,2000000.0,0.0
PO2603028890002,SO2603020003,2026-03-02,,,B000125,BOEDY 125,"889",FirmanTok,"1000",PT YUPI INDONESIA,FF-0101-0039,Cavendish Hand,CRT/12,CRT/1,PNCH/1,310000,210000,110000,310000.0000,210000.0000,110000.0000,6.0,0.0,0.0,0.0000,0.0000,0.0000,1860000.0,1860000.0
,SO2603050024,2026-03-05,,,LV000002,Lavina TK 2,SLS009,Ridwan,"1009",PT Downy Indonesia,D000008,DOWNY Mawar REF 1000 MLX12,CRT/12,CRT/1,PNCH/1,310000,310000,25834,310000.0000,310000.0000,25834.0000,5.0,0.0,0.0,0.0000,77500.0000,0.0000,1550000.0,1472500.0
PO26031220251202040005,SO2603120012,2026-03-12,2026-03-12,INV2603120006,"1234567890",toko jan,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040005,SO2603120012,2026-03-12,2026-03-12,INV2603120006,"1234567890",toko jan,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0032,Action Figure Ronaldo,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040005,SO2603120012,2026-03-12,2026-03-12,INV2603120006,"1234567890",toko jan,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0033,Action Figure Messi,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO26031220251202040006,SO2603120013,2026-03-12,,,"1234567890",toko jan,"2025120204",Yogie Setya,"010001",PT YUPI INDONESIA,"01001",VAEROSOL LAVENDER 750ML 12 KL,KRT/12,KRT/1,KLG/1,455556,455556,36151,0.0000,0.0000,0.0000,1.0,0.0,2.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603020001,2026-03-02,,,"250115",Toko Barokah,BDG001,Nyeck Nyobe,"1009",PT Downy Indonesia,D000016,DOWNY Aroma Mawa REF 300 MLX120,CRT/12,LSN/10,PCS/1,660000,66000,5500,660000.0000,66000.0000,5500.0000,2.0,0.0,0.0,0.0000,0.0000,145200.0000,1320000.0,1320000.0
,SO2603050026,2026-03-05,,,CRO001,TK Credit dan Overdue -Warning,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0038,Action Figure KK Jhe,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,0.0000,0.0000,220000.0000,2000000.0,2000000.0
PO260312SLS010001,SO2603120014,2026-03-12,2026-03-12,INV2603120008,"0019",Babeh TK,SLS01,Jeddy,"010001",PT YUPI INDONESIA,"01003",GAJAH KULKAS 50 GR 24 PCS,KRT/24,KRT/1,PCS/1,154364,154364,6432,154364.0000,154364.0000,6432.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,308728.0,308728.0
,SO2603120015,2026-03-12,,,B000429,BOEDY 429,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,3.0,0.0,4.0,0,0.0000,0.0000,6800000.0,6800000.0
PO2603028890001,SO2603020002,2026-03-02,,,B000125,BOEDY 125,"889",FirmanTok,"02001",PT URC,"02006",DYNAMITE ORANGE 3.5G,KRT/20,KRT/1,PCS/1,83500,83500,4175,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO2603028890002,SO2603020003,2026-03-02,,,B000125,BOEDY 125,"889",FirmanTok,"02001",PT URC,"090909",BATERAI ABC SPW R03 (A3) 4B,KRT/24,PCK/20,PCS/1,1440000,72000,3000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO2603028890003,SO2603020004,2026-03-02,2026-03-02,INV2603020004,B000125,BOEDY 125,"889",FirmanTok,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603050027,2026-03-05,,,"20004",WARTEG SLAWI,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0038,Action Figure KK Jhe,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,3.0,0.0,0.0,0.0000,0.0000,660000.0000,6000000.0,6000000.0
PO2603028890004,SO2603020005,2026-03-02,,,B000125,BOEDY 125,"889",FirmanTok,"02001",PT URC,"02006",DYNAMITE ORANGE 3.5G,KRT/20,KRT/1,PCS/1,83500,83500,4175,0.0000,0.0000,0.0000,20.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO2603028890005,SO2603020006,2026-03-02,,,B000125,BOEDY 125,"889",FirmanTok,"02001",PT URC,"090909",BATERAI ABC SPW R03 (A3) 4B,KRT/24,PCK/20,PCS/1,1440000,72000,3000,0.0000,0.0000,0.0000,4.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
